0	999	
1000	1999	
2000	2999	
3000	3999	
4000	4999	
5000	5999	
6000	6999	
7000	7999	
8000	8999	
9000	9999	
10000	10999	0.349349
11000	11999	0.422422
12000	12999	0.401401
13000	13999	0.404404
14000	14999	0.393393
15000	15999	0.415415
16000	16999	0.469469
17000	17999	0.493493
18000	18999	0.512513
19000	19999	0.454454
20000	20999	0.511512
21000	21999	0.45045
22000	22999	0.495495
23000	23999	0.505506
24000	24999	0.455455
25000	25999	0.48048
26000	26999	0.41041
27000	27999	0.512513
28000	28999	0.520521
29000	29999	0.432432
30000	30999	0.528529
31000	31999	0.393393
32000	32999	0.571572
33000	33999	0.586587
34000	34999	0.447447
35000	35999	0.409409
36000	36999	0.479479
37000	37999	0.561562
38000	38999	0.501502
39000	39999	0.510511
40000	40999	0.485485
41000	41999	0.573574
42000	42999	0.51952
43000	43999	0.55956
44000	44999	0.671672
45000	45999	0.593594
46000	46999	0.451451
47000	47999	0.425425
48000	48999	0.502503
49000	49999	0.491491
50000	50999	0.492492
51000	51999	0.462462
52000	52999	0.46046
53000	53999	0.456456
54000	54999	0.445445
55000	55999	0.507508
56000	56999	0.465465
57000	57999	0.486486
58000	58999	0.44044
59000	59999	0.426426
60000	60999	0.456456
61000	61999	0.457457
62000	62999	0.388388
63000	63999	0.399399
64000	64999	0.444444
65000	65999	0.477477
66000	66999	0.457457
67000	67999	0.374374
68000	68999	0.473473
69000	69999	0.441441
70000	70999	0.479479
71000	71999	0.355355
72000	72999	0.405405
73000	73999	0.423423
74000	74999	0.372372
75000	75999	0.405405
76000	76999	0.413413
77000	77999	0.45045
78000	78999	0.462462
79000	79999	0.299299
80000	80999	0.331331
81000	81999	0.323323
82000	82999	0.3003
83000	83999	0.288288
84000	84999	0.337337
85000	85999	0.343343
86000	86999	0.327327
87000	87999	0.369369
88000	88999	0.34034
89000	89999	0.324324
90000	90999	0.28028
91000	91999	0.345345
92000	92999	0.331331
93000	93999	0.356356
94000	94999	0.481481
95000	95999	0.392392
96000	96999	0.52953
97000	97999	0.590591
98000	98999	0.406406
99000	99999	0.682683
100000	100999	0.636637
101000	101999	0.308308
102000	102999	0.323323
103000	103999	0.387387
104000	104999	0.296296
105000	105999	0.467467
106000	106999	0.521522
107000	107999	0.489489
108000	108999	0.389389
109000	109999	0.359359
110000	110999	0.389389
111000	111999	0.37037
112000	112999	0.413413
113000	113999	0.371371
114000	114999	0.319319
115000	115999	0.301301
116000	116999	0.443443
117000	117999	0.371371
118000	118999	0.369369
119000	119999	0.298298
120000	120999	0.354354
121000	121999	0.328328
122000	122999	0.378378
123000	123999	0.363363
124000	124999	0.41041
125000	125999	0.35035
126000	126999	0.308308
127000	127999	0.334334
128000	128999	0.376376
129000	129999	0.484484
130000	130999	0.445445
131000	131999	0.405405
132000	132999	0.383383
133000	133999	0.357357
134000	134999	0.336336
135000	135999	0.393393
136000	136999	0.35035
137000	137999	0.384384
138000	138999	0.337337
139000	139999	0.337337
140000	140999	0.254254
141000	141999	0.373373
142000	142999	0.372372
143000	143999	0.32032
144000	144999	0.324324
145000	145999	0.377377
146000	146999	0.328328
147000	147999	0.269269
148000	148999	0.279279
149000	149999	0.39039
150000	150999	0.448448
151000	151999	0.429429
152000	152999	0.378378
153000	153999	0.392392
154000	154999	0.416416
155000	155999	0.498498
156000	156999	0.678679
157000	157999	0.498498
158000	158999	0.349349
159000	159999	0.376376
160000	160999	0.453453
161000	161999	0.38038
162000	162999	0.386386
163000	163999	0.369369
164000	164999	0.371371
165000	165999	0.434434
166000	166999	0.373373
167000	167999	0.34034
168000	168999	0.367367
169000	169999	0.445445
170000	170999	0.45045
171000	171999	0.439439
172000	172999	0.43043
173000	173999	0.479479
174000	174999	0.453453
175000	175999	0.441441
176000	176999	0.457457
177000	177999	0.453453
178000	178999	0.510511
179000	179999	0.546547
180000	180999	0.436436
181000	181999	0.405405
182000	182999	0.67968
183000	183999	0.393393
184000	184999	0.441441
185000	185999	0.299299
186000	186999	0.309309
187000	187999	0.321321
188000	188999	0.44044
189000	189999	0.45045
190000	190999	0.41041
191000	191999	0.391391
192000	192999	0.4004
193000	193999	0.386386
194000	194999	0.378378
195000	195999	0.377377
196000	196999	0.367367
197000	197999	0.429429
198000	198999	0.34034
199000	199999	0.453453
200000	200999	0.426426
201000	201999	0.418418
202000	202999	0.404404
203000	203999	0.442442
204000	204999	0.425425
205000	205999	0.489489
206000	206999	0.423423
207000	207999	0.407407
208000	208999	0.368368
209000	209999	0.431431
210000	210999	0.363363
211000	211999	0.421421
212000	212999	0.369369
213000	213999	0.463463
214000	214999	0.406406
215000	215999	0.467467
216000	216999	0.728729
217000	217999	0.426426
218000	218999	0.376376
219000	219999	0.4004
220000	220999	0.447447
221000	221999	0.424424
222000	222999	0.531532
223000	223999	0.548549
224000	224999	0.521522
225000	225999	0.552553
226000	226999	0.488488
227000	227999	0.516517
228000	228999	0.414414
229000	229999	0.462462
230000	230999	0.494494
231000	231999	0.423423
232000	232999	0.510511
233000	233999	0.495495
234000	234999	0.543544
235000	235999	0.423423
236000	236999	0.425425
237000	237999	0.511512
238000	238999	0.46046
239000	239999	0.424424
240000	240999	0.557558
241000	241999	0.498498
242000	242999	0.525526
243000	243999	0.516517
244000	244999	0.487487
245000	245999	0.418418
246000	246999	0.502503
247000	247999	0.384384
248000	248999	0.442442
249000	249999	0.428428
250000	250999	0.486486
251000	251999	0.506507
252000	252999	0.484484
253000	253999	0.452452
254000	254999	0.567568
255000	255999	0.501502
256000	256999	0.432432
257000	257999	0.45045
258000	258999	0.477477
259000	259999	0.412412
260000	260999	0.415415
261000	261999	0.496496
262000	262999	0.428428
263000	263999	0.447447
264000	264999	0.550551
265000	265999	0.473473
266000	266999	0.507508
267000	267999	0.522523
268000	268999	0.466466
269000	269999	0.359359
270000	270999	0.422422
271000	271999	0.508509
272000	272999	0.421421
273000	273999	0.49049
274000	274999	0.486486
275000	275999	0.538539
276000	276999	0.453453
277000	277999	0.481481
278000	278999	0.451451
279000	279999	0.396396
280000	280999	0.387387
281000	281999	0.478478
282000	282999	0.487487
283000	283999	0.464464
284000	284999	0.472472
285000	285999	0.537538
286000	286999	0.524525
287000	287999	0.552553
288000	288999	0.494494
289000	289999	0.487487
290000	290999	0.459459
291000	291999	0.502503
292000	292999	0.462462
293000	293999	0.429429
294000	294999	0.469469
295000	295999	0.555556
296000	296999	0.530531
297000	297999	0.48048
298000	298999	0.376376
299000	299999	0.523524
300000	300999	0.463463
301000	301999	0.44044
302000	302999	0.37037
303000	303999	0.442442
304000	304999	0.454454
305000	305999	0.392392
306000	306999	0.442442
307000	307999	0.432432
308000	308999	0.433433
309000	309999	0.365365
310000	310999	0.406406
311000	311999	0.547548
312000	312999	0.427427
313000	313999	0.417417
314000	314999	0.502503
315000	315999	0.395395
316000	316999	0.387387
317000	317999	0.382382
318000	318999	0.386386
319000	319999	0.37037
320000	320999	0.4004
321000	321999	0.441441
322000	322999	0.498498
323000	323999	0.474474
324000	324999	0.515516
325000	325999	0.552553
326000	326999	0.467467
327000	327999	0.491491
328000	328999	0.53954
329000	329999	0.514515
330000	330999	0.492492
331000	331999	0.516517
332000	332999	0.564565
333000	333999	0.452452
334000	334999	0.491491
335000	335999	0.482482
336000	336999	0.546547
337000	337999	0.503504
338000	338999	0.423423
339000	339999	0.428428
340000	340999	0.442442
341000	341999	0.502503
342000	342999	0.543544
343000	343999	0.542543
344000	344999	0.457457
345000	345999	0.546547
346000	346999	0.454454
347000	347999	0.394394
348000	348999	0.412412
349000	349999	0.414414
350000	350999	0.518519
351000	351999	0.41041
352000	352999	0.407407
353000	353999	0.526527
354000	354999	0.497497
355000	355999	0.384384
356000	356999	0.603604
357000	357999	0.651652
358000	358999	0.331331
359000	359999	0.345345
360000	360999	0.337337
361000	361999	0.374374
362000	362999	0.395395
363000	363999	0.425425
364000	364999	0.38038
365000	365999	0.371371
366000	366999	0.433433
367000	367999	0.457457
368000	368999	0.41041
369000	369999	0.389389
370000	370999	0.433433
371000	371999	0.466466
372000	372999	0.454454
373000	373999	0.413413
374000	374999	0.36036
375000	375999	0.317317
376000	376999	0.449449
377000	377999	0.377377
378000	378999	0.393393
379000	379999	0.416416
380000	380999	0.357357
381000	381999	0.355355
382000	382999	0.334334
383000	383999	0.393393
384000	384999	0.442442
385000	385999	0.403403
386000	386999	0.394394
387000	387999	0.401401
388000	388999	0.459459
389000	389999	0.451451
390000	390999	0.433433
391000	391999	0.378378
392000	392999	0.384384
393000	393999	0.432432
394000	394999	0.379379
395000	395999	0.435435
396000	396999	0.416416
397000	397999	0.463463
398000	398999	0.397397
399000	399999	0.401401
400000	400999	0.331331
401000	401999	0.342342
402000	402999	0.469469
403000	403999	0.503504
404000	404999	0.489489
405000	405999	0.477477
406000	406999	0.486486
407000	407999	0.487487
408000	408999	0.494494
409000	409999	0.554555
410000	410999	0.395395
411000	411999	0.418418
412000	412999	0.356356
413000	413999	0.432432
414000	414999	0.414414
415000	415999	0.386386
416000	416999	0.496496
417000	417999	0.446446
418000	418999	0.563564
419000	419999	0.374374
420000	420999	0.412412
421000	421999	0.434434
422000	422999	0.415415
423000	423999	0.476476
424000	424999	0.393393
425000	425999	0.342342
426000	426999	0.336336
427000	427999	0.381381
428000	428999	0.391391
429000	429999	0.491491
430000	430999	0.485485
431000	431999	0.421421
432000	432999	0.477477
433000	433999	0.575576
434000	434999	0.604605
435000	435999	0.468468
436000	436999	0.507508
437000	437999	0.526527
438000	438999	0.464464
439000	439999	0.473473
440000	440999	0.368368
441000	441999	0.357357
442000	442999	0.421421
443000	443999	0.389389
